DropDescription	DropID	DropProb	DropLevel	ItemID	ItemName	ItemCount	ItemBind	price				
1元礼包	364	1		514		1						
1元礼包	364	1		93		3						
1元礼包	364	1		368		2						
1元礼包	364	1		584		1	1					
1元礼包	364	1		22		200						
1元礼包	364	1		611		1						
1元礼包	365	1		515		1						
1元礼包	365	1		93		3						
1元礼包	365	1		369		2						
1元礼包	365	1		584		1	1					
1元礼包	365	1		22		200						
1元礼包	365	1		611		1						
1元礼包	366	1		516		1						
1元礼包	366	1		93		3						
1元礼包	366	1		370		2						
1元礼包	366	1		584		1	1					
1元礼包	366	1		22		200						
1元礼包	366	1		611		1						
1元礼包	367	1		517		1						
1元礼包	367	1		93		3						
1元礼包	367	1		371		2						
1元礼包	367	1		584		1	1					
1元礼包	367	1		22		200						
1元礼包	367	1		611		1						
1元礼包	368	1		518		1						
1元礼包	368	1		93		3						
1元礼包	368	1		372		2						
1元礼包	368	1		584		1	1					
1元礼包	368	1		22		200						
1元礼包	368	1		611		1						
3元礼包	370	1		520		1						
3元礼包	370	1		93		6						
3元礼包	370	1		364		6						
3元礼包	370	1		239	锻造石	1	1					
3元礼包	370	1		22		400						
3元礼包	370	1		611		1						
3元礼包	371	1		521		1						
3元礼包	371	1		93		6						
3元礼包	371	1		365		6						
3元礼包	371	1		239	锻造石	1	1					
3元礼包	371	1		22		400						
3元礼包	371	1		611		1						
3元礼包	372	1		522		1						
3元礼包	372	1		93		6						
3元礼包	372	1		366		6						
3元礼包	372	1		239	锻造石	1	1					
3元礼包	372	1		22		400						
3元礼包	372	1		611		1						
3元礼包	373	1		523		1						
3元礼包	373	1		93		6						
3元礼包	373	1		367		6						
3元礼包	373	1		239	锻造石	1	1					
3元礼包	373	1		22		400						
3元礼包	373	1		611		1						
3元礼包	374	1		524		1						
3元礼包	374	1		93		6						
3元礼包	374	1		368		6						
3元礼包	374	1		239	锻造石	1	1					
3元礼包	374	1		22		400						
3元礼包	374	1		611		1						
3元礼包	375	1		525		1						
3元礼包	375	1		93		6						
3元礼包	375	1		369		6						
3元礼包	375	1		239	锻造石	1	1					
3元礼包	375	1		22		400						
3元礼包	375	1		611		1						
3元礼包	376	1		526		1						
3元礼包	376	1		93		6						
3元礼包	376	1		370		6						
3元礼包	376	1		239	锻造石	1	1					
3元礼包	376	1		22		400						
3元礼包	376	1		611		1						
3元礼包	377	1		527		1						
3元礼包	377	1		93		6						
3元礼包	377	1		371		6						
3元礼包	377	1		239	锻造石	1	1					
3元礼包	377	1		22		400						
3元礼包	377	1		611		1						
3元礼包	378	1		528		1						
3元礼包	378	1		93		6						
3元礼包	378	1		372		3						
3元礼包	378	1		239	锻造石	1	1					
3元礼包	378	1		22		400						
3元礼包	378	1		611		1						
6元礼包	380	1		530		1						
6元礼包	380	1		93		9						
6元礼包	380	1		238	精炼石	1	1					
6元礼包	380	1		374		12						
6元礼包	380	1		22		600						
6元礼包	380	1		611		1						
6元礼包	381	1		531		1						
6元礼包	381	1		93		9						
6元礼包	381	1		238	精炼石	1	1					
6元礼包	381	1		375		12						
6元礼包	381	1		22		600						
6元礼包	381	1		611		1						
6元礼包	382	1		532		1						
6元礼包	382	1		93		9						
6元礼包	382	1		238	精炼石	1	1					
6元礼包	382	1		376		12						
6元礼包	382	1		22		600						
6元礼包	382	1		611		1						
6元礼包	383	1		533		1						
6元礼包	383	1		93		9						
6元礼包	383	1		238	精炼石	1	1					
6元礼包	383	1		377		12						
6元礼包	383	1		22		600						
6元礼包	383	1		611		1						
6元礼包	384	1		534		1						
6元礼包	384	1		93		9						
6元礼包	384	1		238	精炼石	1	1					
6元礼包	384	1		378		12						
6元礼包	384	1		22		600						
6元礼包	384	1		611		1						
6元礼包	385	1		535		1						
6元礼包	385	1		93		9						
6元礼包	385	1		238	精炼石	1	1					
6元礼包	385	1		379		12						
6元礼包	385	1		22		600						
6元礼包	385	1		611		1						
6元礼包	386	1		536		1						
6元礼包	386	1		93		9						
6元礼包	386	1		238	精炼石	1	1					
6元礼包	386	1		380		12						
6元礼包	386	1		22		600						
6元礼包	386	1		611		1						
6元礼包	387	1		537		1						
6元礼包	387	1		93		9						
6元礼包	387	1		238	精炼石	1	1					
6元礼包	387	1		381		12						
6元礼包	387	1		22		600						
6元礼包	387	1		611		1						
6元礼包	388	1		538		1						
6元礼包	388	1		93		9						
6元礼包	388	1		238	精炼石	1	1					
6元礼包	388	1		382		12						
6元礼包	388	1		22		600						
6元礼包	388	1		611		1						
堕落翅膀（永久）	390	1		11087		1						
堕落尾巴（永久）	391	1		11088		1						
堕落纹身（永久）	392	1		11089		1						
堕落翅膀（永久）	393	1		11014	卡拉翰翅膀	1						
堕落尾巴（永久）	394	1		11015	卡拉翰尾巴	1						
堕落纹身（永久）	395	1		11016	卡拉翰精灵	1						
	396	1		4101	黑暗边界入场券	5						
	397	1		4102	憎恨噩梦入场券	5						
	398	1		4103	扭曲噩梦入场券	5						
	399	1		10350	棋风帽子（永久）|棋风帽子（永久）|棋风帽子（永久）|棋风帽子（永久）|棋风帽子（永久）	1						
	399	1		10351	棋风上装（永久）|棋风上装（永久）|棋风上装（永久）|棋风上装（永久）|棋风上装（永久）	1						
	399	1		10352	棋风下装（永久）|棋风下装（永久）|棋风下装（永久）|棋风下装（永久）|棋风下装（永久）	1						
	399	1		10353	棋风手套（永久）|棋风手套（永久）|棋风手套（永久）|棋风手套（永久）|棋风手套（永久）	1						
	399	1		10354	棋风鞋子（永久）|棋风鞋子（永久）|棋风鞋子（永久）|棋风鞋子（永久）|棋风鞋子（永久）	1						
	399	1		10355	棋风长剑（永久）|棋风长弓（永久）|棋风法杖（永久）|棋风权杖（永久）|棋风加农炮（永久）	1						
	399	1		10356	棋风护手（永久）|棋风箭袋（永久）|棋风魔法书（永久）|棋风盾牌（永久）|棋风穿线环	1						
	400	1		10600	七彩梦幻帽子（永久天）|(七彩梦幻帽子（永久天）|七彩梦幻帽子（永久天）|七彩梦幻帽子（永久天）|七彩梦幻帽子（永久天）	1						
	400	1		10601	七彩梦幻上装（永久天）|七彩梦幻上装（永久天）|七彩梦幻上装（永久天）|七彩梦幻上装（永久天）|七彩梦幻上装（永久天）	1						
	400	1		10602	七彩梦幻下装（永久天）|七彩梦幻下装（永久天）|七彩梦幻下装（永久天）|七彩梦幻下装（永久天）|七彩梦幻下装（永久天）	1						
	400	1		10603	七彩梦幻手套（永久天）|七彩梦幻手套（永久天）|七彩梦幻手套（永久天）|七彩梦幻手套（永久天）|七彩梦幻手套（永久天）	1						
	400	1		10604	七彩梦幻鞋子（永久天）|七彩梦幻鞋子（永久天）|七彩梦幻鞋子（永久天）|七彩梦幻鞋子（永久天）|七彩梦幻鞋子（永久天）	1						
	400	1		10605	七彩梦幻长剑（永久天）|七彩梦幻长弓（永久天）|七彩梦幻法杖（永久天）|七彩梦幻权杖（永久天）|七彩梦幻加农炮（永久天）	1						
	400	1		10606	七彩梦幻护手（永久天）|七彩梦幻箭袋（永久天）|七彩梦幻魔法书（永久天）|七彩梦幻盾牌（永久天）|七彩梦幻穿线环（永久天）	1						
	400	1		3520		3						
	401	1		10610	七彩梦幻帽子（1天）|(七彩梦幻帽子（1天）|七彩梦幻帽子（1天）|七彩梦幻帽子（1天）|七彩梦幻帽子（1天）	1						
	401	1		10611	七彩梦幻上装（1天）|七彩梦幻上装（1天）|七彩梦幻上装（1天）|七彩梦幻上装（1天）|七彩梦幻上装（1天）	1						
	401	1		10612	七彩梦幻下装（1天）|七彩梦幻下装（1天）|七彩梦幻下装（1天）|七彩梦幻下装（1天）|七彩梦幻下装（1天）	1						
	401	1		10613	七彩梦幻手套（1天）|七彩梦幻手套（1天）|七彩梦幻手套（1天）|七彩梦幻手套（1天）|七彩梦幻手套（1天）	1						
	401	1		10614	七彩梦幻鞋子（1天）|七彩梦幻鞋子（1天）|七彩梦幻鞋子（1天）|七彩梦幻鞋子（1天）|七彩梦幻鞋子（1天）	1						
	401	1		10615	七彩梦幻长剑（1天）|七彩梦幻长弓（1天）|七彩梦幻法杖（1天）|七彩梦幻权杖（1天）|七彩梦幻加农炮（1天）	1						
	401	1		10616	七彩梦幻护手（1天）|七彩梦幻箭袋（1天）|七彩梦幻魔法书（1天）|七彩梦幻盾牌（1天）|七彩梦幻穿线环（1天）	1						
	402	1		10620	七彩梦幻帽子（3天）|(七彩梦幻帽子（3天）|七彩梦幻帽子（3天）|七彩梦幻帽子（3天）|七彩梦幻帽子（3天）	1						
	402	1		10621	七彩梦幻上装（3天）|七彩梦幻上装（3天）|七彩梦幻上装（3天）|七彩梦幻上装（3天）|七彩梦幻上装（3天）	1						
	402	1		10622	七彩梦幻下装（3天）|七彩梦幻下装（3天）|七彩梦幻下装（3天）|七彩梦幻下装（3天）|七彩梦幻下装（3天）	1						
	402	1		10623	七彩梦幻手套（3天）|七彩梦幻手套（3天）|七彩梦幻手套（3天）|七彩梦幻手套（3天）|七彩梦幻手套（3天）	1						
	402	1		10624	七彩梦幻鞋子（3天）|七彩梦幻鞋子（3天）|七彩梦幻鞋子（3天）|七彩梦幻鞋子（3天）|七彩梦幻鞋子（3天）	1						
	402	1		10625	七彩梦幻长剑（3天）|七彩梦幻长弓（3天）|七彩梦幻法杖（3天）|七彩梦幻权杖（3天）|七彩梦幻加农炮（3天）	1						
	402	1		10626	七彩梦幻护手（3天）|七彩梦幻箭袋（3天）|七彩梦幻魔法书（3天）|七彩梦幻盾牌（3天）|七彩梦幻穿线环（3天）	1						
	403	1		10630	七彩梦幻帽子（7天）|(七彩梦幻帽子（7天）|七彩梦幻帽子（7天）|七彩梦幻帽子（7天）|七彩梦幻帽子（7天）	1						
	403	1		10631	七彩梦幻上装（7天）|七彩梦幻上装（7天）|七彩梦幻上装（7天）|七彩梦幻上装（7天）|七彩梦幻上装（7天）	1						
	403	1		10632	七彩梦幻下装（7天）|七彩梦幻下装（7天）|七彩梦幻下装（7天）|七彩梦幻下装（7天）|七彩梦幻下装（7天）	1						
	403	1		10633	七彩梦幻手套（7天）|七彩梦幻手套（7天）|七彩梦幻手套（7天）|七彩梦幻手套（7天）|七彩梦幻手套（7天）	1						
	403	1		10634	七彩梦幻鞋子（7天）|七彩梦幻鞋子（7天）|七彩梦幻鞋子（7天）|七彩梦幻鞋子（7天）|七彩梦幻鞋子（7天）	1						
	403	1		10635	七彩梦幻长剑（7天）|七彩梦幻长弓（7天）|七彩梦幻法杖（7天）|七彩梦幻权杖（7天）|七彩梦幻加农炮（7天）	1						
	403	1		10636	七彩梦幻护手（7天）|七彩梦幻箭袋（7天）|七彩梦幻魔法书（7天）|七彩梦幻盾牌（7天）|七彩梦幻穿线环（7天）	1						
	404	1		10640	七彩梦幻帽子（15天）|(七彩梦幻帽子（15天）|七彩梦幻帽子（15天）|七彩梦幻帽子（15天）|七彩梦幻帽子（15天）	1						
	404	1		10641	七彩梦幻上装（15天）|七彩梦幻上装（15天）|七彩梦幻上装（15天）|七彩梦幻上装（15天）|七彩梦幻上装（15天）	1						
	404	1		10642	七彩梦幻下装（15天）|七彩梦幻下装（15天）|七彩梦幻下装（15天）|七彩梦幻下装（15天）|七彩梦幻下装（15天）	1						
	404	1		10643	七彩梦幻手套（15天）|七彩梦幻手套（15天）|七彩梦幻手套（15天）|七彩梦幻手套（15天）|七彩梦幻手套（15天）	1						
	404	1		10644	七彩梦幻鞋子（15天）|七彩梦幻鞋子（15天）|七彩梦幻鞋子（15天）|七彩梦幻鞋子（15天）|七彩梦幻鞋子（15天）	1						
	404	1		10645	七彩梦幻长剑（15天）|七彩梦幻长弓（15天）|七彩梦幻法杖（15天）|七彩梦幻权杖（15天）|七彩梦幻加农炮（15天）	1						
	404	1		10646	七彩梦幻护手（15天）|七彩梦幻箭袋（15天）|七彩梦幻魔法书（15天）|七彩梦幻盾牌（15天）|七彩梦幻穿线环（15天）	1						
	405	1		10650	七彩梦幻帽子（30天）|七彩梦幻帽子（30天）|七彩梦幻帽子（30天）|七彩梦幻帽子（30天）|七彩梦幻帽子（30天）	1						
	405	1		10651	七彩梦幻上装（30天）|七彩梦幻上装（30天）|七彩梦幻上装（30天）|七彩梦幻上装（30天）|七彩梦幻上装（30天）	1						
	405	1		10652	七彩梦幻下装（30天）|七彩梦幻下装（30天）|七彩梦幻下装（30天）|七彩梦幻下装（30天）|七彩梦幻下装（30天）	1						
	405	1		10653	七彩梦幻手套（30天）|七彩梦幻手套（30天）|七彩梦幻手套（30天）|七彩梦幻手套（30天）|七彩梦幻手套（30天）	1						
	405	1		10654	七彩梦幻鞋子（30天）|七彩梦幻鞋子（30天）|七彩梦幻鞋子（30天）|七彩梦幻鞋子（30天）|七彩梦幻鞋子（30天）	1						
	405	1		10655	七彩梦幻长剑（30天）|七彩梦幻长弓（30天）|七彩梦幻法杖（30天）|七彩梦幻权杖（30天）|七彩梦幻加农炮（30天）	1						
	405	1		10656	七彩梦幻护手（30天）|七彩梦幻箭袋（30天）|七彩梦幻魔法书（30天）|七彩梦幻盾牌（30天）|七彩梦幻穿线环（30天）	1						
	406	1		10660	皇室帽子（永久）|皇室帽子（永久）|皇室帽子（永久）|皇室帽子（永久）|皇室帽子（永久）	1						
	406	1		10661	皇室上装（永久）|皇室上装（永久）|皇室上装（永久）|皇室上装（永久）|皇室上装（永久）	1						
	406	1		10662	皇室下装（永久）|皇室下装（永久）|皇室下装（永久）|皇室下装（永久）|皇室下装（永久）	1						
	406	1		10663	皇室手套（永久）|皇室手套（永久）|皇室手套（永久）|皇室手套（永久）|皇室手套（永久）	1						
	406	1		10664	皇室鞋子（永久）|皇室鞋子（永久）|皇室鞋子（永久）|皇室鞋子（永久）|皇室鞋子（永久）	1						
	406	1		10665	皇室长剑（永久）|皇室长弓（永久）|皇室法杖（永久）|皇室权杖（永久）|皇室加农炮（永久）	1						
	406	1		10666	皇室护手（永久）|皇室箭袋（永久）|皇室魔法书（永久）|皇室盾牌（永久）|皇室穿线环（永久）	1						
	407	1		10670	皇室帽子（1天）|皇室帽子（1天）|皇室帽子（1天）|皇室帽子（1天）|皇室帽子（1天）	1						
	407	1		10671	皇室上装（1天）|皇室上装（1天）|皇室上装（1天）|皇室上装（1天）|皇室上装（1天）	1						
	407	1		10672	皇室下装（1天）|皇室下装（1天）|皇室下装（1天）|皇室下装（1天）|皇室下装（1天）	1						
	407	1		10673	皇室手套（1天）|皇室手套（1天）|皇室手套（1天）|皇室手套（1天）|皇室手套（1天）	1						
	407	1		10674	皇室鞋子（1天）|皇室鞋子（1天）|皇室鞋子（1天）|皇室鞋子（1天）|皇室鞋子（1天）	1						
	407	1		10675	皇室长剑（1天）|皇室长弓（1天）|皇室法杖（1天）|皇室权杖（1天）|皇室加农炮（1天）	1						
	407	1		10676	皇室护手（1天）|皇室箭袋（1天）|皇室魔法书（1天）|皇室盾牌（1天）|皇室穿线环（1天）	1						
	408	1		10680	皇室帽子（3天）|皇室帽子（3天）|皇室帽子（3天）|皇室帽子（3天）|皇室帽子（3天）	1						
	408	1		10681	皇室上装（3天）|皇室上装（3天）|皇室上装（3天）|皇室上装（3天）|皇室上装（3天）	1						
	408	1		10682	皇室下装（3天）|皇室下装（3天）|皇室下装（3天）|皇室下装（3天）|皇室下装（3天）	1						
	408	1		10683	皇室手套（3天）|皇室手套（3天）|皇室手套（3天）|皇室手套（3天）|皇室手套（3天）	1						
	408	1		10684	皇室鞋子（3天）|皇室鞋子（3天）|皇室鞋子（3天）|皇室鞋子（3天）|皇室鞋子（3天）	1						
	408	1		10685	皇室长剑（3天）|皇室长弓（3天）|皇室法杖（3天）|皇室权杖（3天）|皇室加农炮（3天）	1						
	408	1		10686	皇室护手（3天）|皇室箭袋（3天）|皇室魔法书（3天）|皇室盾牌（3天）|皇室穿线环（3天）	1						
	409	1		10690	皇室帽子（15天）|皇室帽子（15天）|皇室帽子（15天）|皇室帽子（15天）|皇室帽子（15天）	1						
	409	1		10691	皇室上装（15天）|皇室上装（15天）|皇室上装（15天）|皇室上装（15天）|皇室上装（15天）	1						
	409	1		10692	皇室下装（15天）|皇室下装（15天）|皇室下装（15天）|皇室下装（15天）|皇室下装（15天）	1						
	409	1		10693	皇室手套（15天）|皇室手套（15天）|皇室手套（15天）|皇室手套（15天）|皇室手套（15天）	1						
	409	1		10694	皇室鞋子（15天）|皇室鞋子（15天）|皇室鞋子（15天）|皇室鞋子（15天）|皇室鞋子（15天）	1						
	409	1		10695	皇室长剑（15天）|皇室长弓（15天）|皇室法杖（15天）|皇室权杖（15天）|皇室加农炮（15天）	1						
	409	1		10696	皇室护手（15天）|皇室箭袋（15天）|皇室魔法书（15天）|皇室盾牌（15天）|皇室穿线环（15天）	1						
	410	1		10700	皇室帽子（30天）|皇室帽子（30天）|皇室帽子（30天）|皇室帽子（30天）|皇室帽子（30天）	1						
	410	1		10701	皇室上装（30天）|皇室上装（30天）|皇室上装（30天）|皇室上装（30天）|皇室上装（30天）	1						
	410	1		10702	皇室下装（30天）|皇室下装（30天）|皇室下装（30天）|皇室下装（30天）|皇室下装（30天）	1						
	410	1		10703	皇室手套（30天）|皇室手套（30天）|皇室手套（30天）|皇室手套（30天）|皇室手套（30天）	1						
	410	1		10704	皇室鞋子（30天）|皇室鞋子（30天）|皇室鞋子（30天）|皇室鞋子（30天）|皇室鞋子（30天）	1						
	410	1		10705	皇室长剑（30天）|皇室长弓（30天）|皇室法杖（30天）|皇室权杖（30天）|皇室加农炮（30天）	1						
	410	1		10706	皇室护手（30天）|皇室箭袋（30天）|皇室魔法书（30天）|皇室盾牌（30天）|皇室穿线环（30天）	1						
深渊宝箱	411	1		80	月光碎片	1			1	1		深渊宝箱
深渊宝箱	412	1		80	月光碎片	1			1	2		深渊宝箱
深渊宝箱	413	1		601	精灵捣蛋罐头	10			1	3		深渊宝箱
深渊宝箱	414	1		7	龙币	50			1	4		深渊宝箱
深渊宝箱	421	1		93	绿玛瑙	5			2	1		深渊宝箱
深渊宝箱	422	1		363	32级防御洗炼石	5			2	2		深渊宝箱
深渊宝箱	423	1		601	精灵捣蛋罐头	10			2	3		深渊宝箱
深渊宝箱	424	1		7	龙币	50			2	4		深渊宝箱
深渊宝箱	431	1		93	绿玛瑙	5			3	1		深渊宝箱
深渊宝箱	432	1		373	32级攻击洗炼石	5			3	2		深渊宝箱
深渊宝箱	433	1		601	精灵捣蛋罐头	10			3	3		深渊宝箱
深渊宝箱	434	1		7	龙币	50			3	4		深渊宝箱
深渊宝箱	441	1		93	绿玛瑙	5			4	1		深渊宝箱
深渊宝箱	442	1		364	40级防御洗炼石	5			4	2		深渊宝箱
深渊宝箱	443	1		601	精灵捣蛋罐头	10			4	3		深渊宝箱
深渊宝箱	444	1		7	龙币	50			4	4		深渊宝箱
深渊宝箱	451	1		93	绿玛瑙	10			5	1		深渊宝箱
深渊宝箱	452	1		601	精灵捣蛋罐头	10			5	2		深渊宝箱
深渊宝箱	453	1		365	50级防御洗炼石	10			5	3		深渊宝箱
深渊宝箱	454	1		7	龙币	50			5	4		深渊宝箱
深渊宝箱	461	1		93	绿玛瑙	5			6	1		深渊宝箱
深渊宝箱	462	1		601	精灵捣蛋罐头	10			6	2		深渊宝箱
深渊宝箱	463	1		366	60级防御洗炼石	10			6	3		深渊宝箱
深渊宝箱	464	1		7	龙币	50			6	4		深渊宝箱
深渊宝箱	471	1		93	绿玛瑙	5			7	1		深渊宝箱
深渊宝箱	472	1		601	精灵捣蛋罐头	10			7	2		深渊宝箱
深渊宝箱	473	1		367	70级防御洗炼石	10			7	3		深渊宝箱
深渊宝箱	474	1		7	龙币	50			7	4		深渊宝箱
深渊宝箱	481	1		93	绿玛瑙	5			8	1		深渊宝箱
深渊宝箱	482	1		601	精灵捣蛋罐头	10			8	2		深渊宝箱
深渊宝箱	483	1		368	80级防御洗炼石	10			8	3		深渊宝箱
深渊宝箱	484	1		7	龙币	50			8	4		深渊宝箱
章节星奖励	485	1		369	90级防御洗炼石	10			8	5星	深渊	章节星奖励
章节星奖励	486	1		379	60级攻击洗炼石	10			8	9星	深渊	章节星奖励
章节星奖励	487	1		7	龙币	50			8	12星	深渊	章节星奖励
	498	1		70		50						
	499	3		983		1						
	499	1		983		2						
	500	1		30010922	冲击波（冷却）	1				1	1	技能纹章
	500	1		30011022	凌空爆击（冷却）	1				1	1	技能纹章
	500	1		30010921	冲击波（伤害）	1				1	1	技能纹章
	500	1		30011021	凌空爆击（伤害）	1				1	1	技能纹章
	501	1		30010922	冲击波（冷却）	1				1	11	技能纹章
	501	1		30011022	凌空爆击（冷却）	1				1	11	技能纹章
	501	1		30010921	冲击波（伤害）	1				1	11	技能纹章
	501	1		30011021	凌空爆击（伤害）	1				1	11	技能纹章
	501	1		30114922	无限之刃（冷却）	1				11	11	技能纹章
	501	1		30115822	真空连爆（冷却）	1				11	11	技能纹章
	501	1		30115022	三连斩（冷却）	1				11	11	技能纹章
	501	1		30115122	切骨之刺（冷却）	1				11	11	技能纹章
	501	1		30115222	挥砍姿态（冷却）	1				11	11	技能纹章
	501	1		30115322	直线冲击（冷却）	1				11	11	技能纹章
	501	1		30115422	月光碎片（冷却）	1				11	11	技能纹章
	501	1		30115522	旋风斩（冷却）	1				11	11	技能纹章
	501	1		30115622	致命劈砍（冷却）	1				11	11	技能纹章
	501	1		30115722	半月斩（冷却）	1				11	11	技能纹章
	501	1		30116122	重锤（冷却）	1				11	11	技能纹章
	501	1		30116322	勇敢（冷却）	1				11	11	技能纹章
	501	1		30114921	无限之刃（伤害）	1				11	11	技能纹章
	501	1		30115821	真空连爆（伤害）	1				11	11	技能纹章
	501	1		30115021	三连斩（伤害）	1				11	11	技能纹章
	501	1		30115121	切骨之刺（伤害）	1				11	11	技能纹章
	501	1		30115221	挥砍姿态（伤害）	1				11	11	技能纹章
	501	1		30115321	直线冲击（伤害）	1				11	11	技能纹章
	501	1		30115421	月光碎片（伤害）	1				11	11	技能纹章
	501	1		30115521	旋风斩（伤害）	1				11	11	技能纹章
	501	1		30115621	致命劈砍（伤害）	1				11	11	技能纹章
	501	1		30115721	半月斩（伤害）	1				11	11	技能纹章
	501	1		30116121	重锤（伤害）	1				11	11	技能纹章
	502	1		30010922	冲击波（冷却）	1				1	111	技能纹章
	502	1		30011022	凌空爆击（冷却）	1				1	111	技能纹章
	502	1		30010921	冲击波（伤害）	1				1	111	技能纹章
	502	1		30011021	凌空爆击（伤害）	1				1	111	技能纹章
	502	1		30114922	无限之刃（冷却）	1				11	111	技能纹章
	502	1		30115822	真空连爆（冷却）	1				11	111	技能纹章
	502	1		30115022	三连斩（冷却）	1				11	111	技能纹章
	502	1		30115122	切骨之刺（冷却）	1				11	111	技能纹章
	502	1		30115222	挥砍姿态（冷却）	1				11	111	技能纹章
	502	1		30115322	直线冲击（冷却）	1				11	111	技能纹章
	502	1		30115422	月光碎片（冷却）	1				11	111	技能纹章
	502	1		30115522	旋风斩（冷却）	1				11	111	技能纹章
	502	1		30115622	致命劈砍（冷却）	1				11	111	技能纹章
	502	1		30115722	半月斩（冷却）	1				11	111	技能纹章
	502	1		30116122	重锤（冷却）	1				11	111	技能纹章
	502	1		30116322	勇敢（冷却）	1				11	111	技能纹章
	502	1		30114921	无限之刃（伤害）	1				11	111	技能纹章
	502	1		30115821	真空连爆（伤害）	1				11	111	技能纹章
	502	1		30115021	三连斩（伤害）	1				11	111	技能纹章
	502	1		30115121	切骨之刺（伤害）	1				11	111	技能纹章
	502	1		30115221	挥砍姿态（伤害）	1				11	111	技能纹章
	502	1		30115321	直线冲击（伤害）	1				11	111	技能纹章
	502	1		30115421	月光碎片（伤害）	1				11	111	技能纹章
	502	1		30115521	旋风斩（伤害）	1				11	111	技能纹章
	502	1		30115621	致命劈砍（伤害）	1				11	111	技能纹章
	502	1		30115721	半月斩（伤害）	1				11	111	技能纹章
	502	1		30116121	重锤（伤害）	1				11	111	技能纹章
	502	1		31116522	回避斩（冷却）	1				111	111	技能纹章
	502	1		31116822	惩罚攻击（冷却）	1				111	111	技能纹章
	502	1		31116521	回避斩（伤害）	1				111	111	技能纹章
	502	1		31116821	惩罚攻击（伤害）	1				111	111	技能纹章
	503	1		30010922	冲击波（冷却）	1				1	211	技能纹章
	503	1		30011022	凌空爆击（冷却）	1				1	211	技能纹章
	503	1		30010921	冲击波（伤害）	1				1	211	技能纹章
	503	1		30011021	凌空爆击（伤害）	1				1	211	技能纹章
	503	1		30114922	无限之刃（冷却）	1				11	211	技能纹章
	503	1		30115822	真空连爆（冷却）	1				11	211	技能纹章
	503	1		30115022	三连斩（冷却）	1				11	211	技能纹章
	503	1		30115122	切骨之刺（冷却）	1				11	211	技能纹章
	503	1		30115222	挥砍姿态（冷却）	1				11	211	技能纹章
	503	1		30115322	直线冲击（冷却）	1				11	211	技能纹章
	503	1		30115422	月光碎片（冷却）	1				11	211	技能纹章
	503	1		30115522	旋风斩（冷却）	1				11	211	技能纹章
	503	1		30115622	致命劈砍（冷却）	1				11	211	技能纹章
	503	1		30115722	半月斩（冷却）	1				11	211	技能纹章
	503	1		30116122	重锤（冷却）	1				11	211	技能纹章
	503	1		30116322	勇敢（冷却）	1				11	211	技能纹章
	503	1		30114921	无限之刃（伤害）	1				11	211	技能纹章
	503	1		30115821	真空连爆（伤害）	1				11	211	技能纹章
	503	1		30115021	三连斩（伤害）	1				11	211	技能纹章
	503	1		30115121	切骨之刺（伤害）	1				11	211	技能纹章
	503	1		30115221	挥砍姿态（伤害）	1				11	211	技能纹章
	503	1		30115321	直线冲击（伤害）	1				11	211	技能纹章
	503	1		30115421	月光碎片（伤害）	1				11	211	技能纹章
	503	1		30115521	旋风斩（伤害）	1				11	211	技能纹章
	503	1		30115621	致命劈砍（伤害）	1				11	211	技能纹章
	503	1		30115721	半月斩（伤害）	1				11	211	技能纹章
	503	1		30116121	重锤（伤害）	1				11	211	技能纹章
	503	1		32117722	水月神舞（冷却）	1				211	211	技能纹章
	503	1		32117422	猛砍站姿（冷却）	1				211	211	技能纹章
	503	1		32117721	水月神舞（伤害）	1				211	211	技能纹章
	503	1		32117421	猛砍站姿（伤害）	1				211	211	技能纹章
	504	1		30010922	冲击波（冷却）	1				1	21	技能纹章
	504	1		30011022	凌空爆击（冷却）	1				1	21	技能纹章
	504	1		30010921	冲击波（伤害）	1				1	21	技能纹章
	504	1		30011021	凌空爆击（伤害）	1				1	21	技能纹章
	504	1		30211522	巨型炸弹（冷却）	1				21	21	技能纹章
	504	1		30212422	台风（冷却）	1				21	21	技能纹章
	504	1		30212022	践踏（冷却）	1				21	21	技能纹章
	504	1		30212122	杀戮盛宴（冷却）	1				21	21	技能纹章
	504	1		30212222	旋转冲击（冷却）	1				21	21	技能纹章
	504	1		30212322	旋风（冷却）	1				21	21	技能纹章
	504	1		30211622	飞行冲击（冷却）	1				21	21	技能纹章
	504	1		30211722	惩戒波（冷却）	1				21	21	技能纹章
	504	1		30211822	范围炸弹（冷却）	1				21	21	技能纹章
	504	1		30211922	滚动攻击（冷却）	1				21	21	技能纹章
	504	1		30212822	高地人（冷却）	1				21	21	技能纹章
	504	1		30213022	铁布衫（冷却）	1				21	21	技能纹章
	504	1		30211521	巨型炸弹（伤害）	1				21	21	技能纹章
	504	1		30212421	台风（伤害）	1				21	21	技能纹章
	504	1		30212021	践踏（伤害）	1				21	21	技能纹章
	504	1		30212121	杀戮盛宴（伤害）	1				21	21	技能纹章
	504	1		30212221	旋转冲击（伤害）	1				21	21	技能纹章
	504	1		30212321	旋风（伤害）	1				21	21	技能纹章
	504	1		30211621	飞行冲击（伤害）	1				21	21	技能纹章
	504	1		30211721	惩戒波（伤害）	1				21	21	技能纹章
	504	1		30211821	范围炸弹（伤害）	1				21	21	技能纹章
	504	1		30211921	滚动攻击（伤害）	1				21	21	技能纹章
	505	1		30010922	冲击波（冷却）	1				1	121	技能纹章
