ItemID	EffectID
10950420	10950420
10950421	10950421
10950422	10950422
10950423	10950423
10950424	10950424
10950425	10950425
10950426	10950426
10950427	10950427
10950428	10950428
10950429	10950429
10950430	10950430
10950431	10950431
10950432	10950432
10950433	10950433
10950434	10950434
10950435	10950435
10950436	10950436
10950437	10950437
10950438	10950438
10950439	10950439
10950441	10950441
10950442	10950442
10950443	10950443
10950444	10950444
10950445	10950445
10950446	10950446
10950447	10950447
10950448	10950448
10950449	10950449
10950450	10950450
10950451	10950451
10950452	10950452
10950453	10950453
10950454	10950454
10950455	10950455
10950456	10950456
10950457	10950457
10950458	10950458
10950459	10950459
10950460	10950460
10950461	10950461
10950462	10950462
10950463	10950463
10950464	10950464
10950465	10950465
10950466	10950466
10950467	10950467
10950468	10950468
10950469	10950469
10950470	10950470
10950471	10950471
10950472	10950472
10950473	10950473
10950474	10950474
10950475	10950475
10950476	10950476
10950477	10950477
10950478	10950478
10950479	10950479
10950480	10950480
10950481	10950481
10950482	10950482
10950483	10950483
10950484	10950484
10950485	10950485
10950486	10950486
10950487	10950487
10950488	10950488
10950489	10950489
10950490	10950490
10950491	10950491
10950492	10950492
10950493	10950493
10950494	10950494
10950495	10950495
10950496	10950496
10950497	10950497
10950498	10950498
10950499	10950499
10950500	10950500
10950501	10950501
10950502	10950502
10950503	10950503
10950504	10950504
10950505	10950505
10950506	10950506
10950507	10950507
10950508	10950508
10950509	10950509
10950510	10950510
10950511	10950511
10950512	10950512
10950513	10950513
10950514	10950514
10950515	10950515
10950516	10950516
10950517	10950517
10950518	10950518
10950519	10950519
10950520	10950520
10950521	10950521
10950522	10950522
10950523	10950523
10950524	10950524
10950525	10950525
10950526	10950526
10950527	10950527
10950528	10950528
10950529	10950529
10950530	10950530
10950531	10950531
10950532	10950532
10950533	10950533
10950534	10950534
10950535	10950535
10950536	10950536
10950537	10950537
10950538	10950538
10950539	10950539
10950540	10950540
10950541	10950541
10950542	10950542
10950543	10950543
10950544	10950544
10950545	10950545
10950546	10950546
10950547	10950547
10950548	10950548
10950549	10950549
10950550	10950550
10950551	10950551
10950552	10950552
10950553	10950553
10950554	10950554
10950555	10950555
10950556	10950556
10950557	10950557
10950558	10950558
10950559	10950559
10950560	10950560
10950561	10950561
10950562	10950562
10950563	10950563
10950564	10950564
10950565	10950565
10950566	10950566
10950567	10950567
10950568	10950568
10950569	10950569
10950570	10950570
10950571	10950571
10950572	10950572
10950573	10950573
10950574	10950574
10950575	10950575
10950576	10950576
10950577	10950577
10950578	10950578
10950579	10950579
10950580	10950580
10950581	10950581
10950582	10950582
10950583	10950583
10950584	10950584
10950585	10950585
10950586	10950586
10950587	10950587
10950588	10950588
10950589	10950589
10950590	10950590
10950591	10950591
10950592	10950592
10950593	10950593
10950594	10950594
10950595	10950595
10950596	10950596
10950597	10950597
10950598	10950598
10950599	10950599
10950600	10950600
10950601	10950601
10950602	10950602
10950603	10950603
10950604	10950604
10950605	10950605
10950606	10950606
10950607	10950607
10950608	10950608
10950609	10950609
10950610	10950610
10950611	10950611
10950612	10950612
10950613	10950613
10950614	10950614
10950615	10950615
10950616	10950616
10950617	10950617
10950618	10950618
10950619	10950619
10950620	10950620
10950621	10950621
10950622	10950622
10950623	10950623
10950624	10950624
10950625	10950625
10950626	10950626
10950627	10950627
10950628	10950628
10950629	10950629
10950630	10950630
10950631	10950631
10950632	10950632
10950633	10950633
10950634	10950634
10950635	10950635
10950636	10950636
10950637	10950637
10950638	10950638
10950639	10950639
10950640	10950640
10950641	10950641
10950642	10950642
10950643	10950643
10950644	10950644
10950645	10950645
10950646	10950646
10950647	10950647
10950648	10950648
10950649	10950649
10950650	10950650
10950651	10950651
10950652	10950652
10950653	10950653
10950654	10950654
10950655	10950655
10950656	10950656
10950657	10950657
10950658	10950658
10950659	10950659
10950660	10950660
10950661	10950661
10950662	10950662
10950663	10950663
10950664	10950664
10550665	10550665
10550666	10550666
10550667	10550667
10550668	10550668
10550669	10550669
10550670	10550670
10550671	10550671
10550672	10550672
10550673	10550673
10550674	10550674
10550675	10550675
10550676	10550676
10550677	10550677
10550678	10550678
10550679	10550679
10550680	10550680
10550681	10550681
10550682	10550682
10550683	10550683
10550684	10550684
10550685	10550685
10550686	10550686
10550687	10550687
10550688	10550688
10550689	10550689
10550690	10550690
10550691	10550691
10550692	10550692
10550693	10550693
10550694	10550694
10550695	10550695
10550696	10550696
10550697	10550697
10550698	10550698
10550699	10550699
10550700	10550700
10550701	10550701
10550702	10550702
10550703	10550703
10550704	10550704
10550705	10550705
10550706	10550706
10550707	10550707
10550708	10550708
10550709	10550709
10550710	10550710
10550711	10550711
10550712	10550712
10550713	10550713
10550714	10550714
10550715	10550715
10550716	10550716
10550717	10550717
10550718	10550718
10550719	10550719
10550720	10550720
10550721	10550721
10550722	10550722
10550723	10550723
10550724	10550724
10550725	10550725
10550726	10550726
10550727	10550727
10550728	10550728
10550729	10550729
10550730	10550730
10550731	10550731
10550732	10550732
10550733	10550733
10550734	10550734
10550735	10550735
10550736	10550736
10550737	10550737
10550738	10550738
10550739	10550739
10750665	10750665
10750666	10750666
10750667	10750667
10750668	10750668
10750669	10750669
10750670	10750670
10750671	10750671
10750672	10750672
10750673	10750673
10750674	10750674
10750675	10750675
10750676	10750676
10750677	10750677
10750678	10750678
10750679	10750679
10750680	10750680
10750681	10750681
10750682	10750682
10750683	10750683
10750684	10750684
10750685	10750685
10750686	10750686
10750687	10750687
10750688	10750688
10750689	10750689
10750690	10750690
10750691	10750691
10750692	10750692
10750693	10750693
10750694	10750694
10750695	10750695
10750696	10750696
10750697	10750697
10750698	10750698
10750699	10750699
10750700	10750700
10750701	10750701
10750702	10750702
10750703	10750703
10750704	10750704
10750705	10750705
10750706	10750706
10750707	10750707
10750708	10750708
10750709	10750709
10750710	10750710
10750711	10750711
10750712	10750712
10750713	10750713
10750714	10750714
10750715	10750715
10750716	10750716
10750717	10750717
10750718	10750718
10750719	10750719
10750720	10750720
10750721	10750721
10750722	10750722
10750723	10750723
10750724	10750724
10750725	10750725
10750726	10750726
10750727	10750727
10750728	10750728
10750729	10750729
10750730	10750730
10750731	10750731
10750732	10750732
10750733	10750733
10750734	10750734
10750735	10750735
10750736	10750736
10750737	10750737
10750738	10750738
10750739	10750739
10950665	10950665
10950666	10950666
10950667	10950667
10950668	10950668
10950669	10950669
10950670	10950670
10950671	10950671
10950672	10950672
10950673	10950673
10950674	10950674
10950675	10950675
10950676	10950676
10950677	10950677
10950678	10950678
10950679	10950679
10950680	10950680
10950681	10950681
10950682	10950682
10950683	10950683
10950684	10950684
10950685	10950685
10950686	10950686
10950687	10950687
10950688	10950688
10950689	10950689
10950690	10950690
10950691	10950691
10950692	10950692
10950693	10950693
10950694	10950694
10950695	10950695
10950696	10950696
10950697	10950697
10950698	10950698
10950699	10950699
10950700	10950700
10950701	10950701
10950702	10950702
10950703	10950703
10950704	10950704
10950705	10950705
10950706	10950706
10950707	10950707
10950708	10950708
10950709	10950709
10950710	10950710
10950711	10950711
10950712	10950712
10950713	10950713
10950714	10950714
10950715	10950715
10950716	10950716
10950717	10950717
10950718	10950718
10950719	10950719
10950720	10950720
10950721	10950721
10950722	10950722
10950723	10950723
10950724	10950724
10950725	10950725
10950726	10950726
10950727	10950727
10950728	10950728
10950729	10950729
10950730	10950730
10950731	10950731
10950732	10950732
10950733	10950733
10950734	10950734
10950735	10950735
10950736	10950736
10950737	10950737
10950738	10950738
10950739	10950739
